Elements,Fractions,aflow__ael_bulk_modulus_vrh,aflow__ael_bulk_modulus_vrh UNC,Loss
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.02709877 0.18337291 0.14883423 0.1828275  0.04506366 0.02645713
 0.02645677 0.03792138 0.17046379 0.15150352]",305.1566162109375,10.408681869506836,99997.0703125
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.02412655 0.19505163 0.14193656 0.1943186  0.03947172 0.02345766
 0.02346668 0.03314    0.17563233 0.14939791]",305.6834716796875,10.479545593261719,99997.0625
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.02160051 0.20807838 0.1325147  0.20686436 0.0346804  0.02091492
 0.02093541 0.02906796 0.17966749 0.14567561]",306.196044921875,10.556289672851562,99997.0546875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01943687 0.22246267 0.12179456 0.22061214 0.03056866 0.01874449
 0.01877656 0.02558441 0.18176495 0.14025445]",306.70916748046875,10.640852928161621,99997.046875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01755052 0.23791283 0.11055594 0.23553821 0.02700504 0.01686046
 0.01690341 0.02256556 0.18217449 0.13293327]",307.21124267578125,10.73170280456543,99997.0390625
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01588633 0.25411296 0.09939335 0.2514375  0.0239014  0.01520667
 0.01525797 0.01993938 0.18044162 0.12442263]",307.68121337890625,10.827865600585938,99997.0390625
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01440386 0.2705734  0.08866595 0.26827362 0.02118685 0.01374102
 0.01379893 0.01763935 0.17660235 0.11511445]",308.1319580078125,10.930686950683594,99997.03125
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01307715 0.2872089  0.07857728 0.28584653 0.01881016 0.01243651
 0.01249959 0.01562439 0.17052515 0.10539407]",308.5649108886719,11.04188346862793,99997.0234375
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01188227 0.30343303 0.06927131 0.3041063  0.01672092 0.01126797
 0.01133491 0.01385756 0.16267942 0.09544614]",308.93438720703125,11.15916633605957,99997.015625
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.01079914 0.3182359  0.06079982 0.3229894  0.0148782  0.01021442
 0.01028418 0.01230541 0.15377943 0.08571389]",309.254638671875,11.281661987304688,99997.0078125
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00982093 0.33102864 0.05322692 0.34263897 0.01326152 0.00926783
 0.00933952 0.01094894 0.1438539  0.07661267]",309.53350830078125,11.414445877075195,99997.0078125
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0089375  0.34153664 0.04653182 0.36281168 0.01184254 0.00841707
 0.00849015 0.00976305 0.13340355 0.06826571]",309.77362060546875,11.563516616821289,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00813933 0.34950852 0.04066728 0.38309348 0.01059421 0.00765183
 0.00772595 0.00872561 0.12316182 0.06073167]",309.9476013183594,11.723785400390625,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00742248 0.35592723 0.03558623 0.40197    0.00950151 0.00696723
 0.00704202 0.00782275 0.11365505 0.05410534]",310.0592041015625,11.8848876953125,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00678364 0.36165106 0.03122029 0.4184172  0.00854893 0.00635903
 0.00643434 0.00703994 0.10521732 0.04832825]",310.13446044921875,12.029705047607422,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00622336 0.3678821  0.0275303  0.431017   0.00772952 0.00582692
 0.00590299 0.00636989 0.09811889 0.04339888]",310.18701171875,12.140290260314941,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00573371 0.37482482 0.02441723 0.44006294 0.00702528 0.00536291
 0.00543985 0.0057966  0.0921398  0.03919674]",310.23193359375,12.214753150939941,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00530916 0.38313207 0.02180605 0.44511136 0.00642358 0.0049615
 0.00503944 0.00530889 0.08725919 0.03564864]",310.27130126953125,12.244131088256836,99997.0
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00494206 0.39284077 0.01961957 0.44618642 0.00591049 0.00461507
 0.00469423 0.00489481 0.08362465 0.03267171]",310.30535888671875,12.226523399353027,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00462049 0.4027444  0.01776721 0.44508132 0.00546756 0.00431219
 0.00439274 0.00453867 0.08093175 0.03014351]",310.3258056640625,12.186025619506836,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00433487 0.41075674 0.01618089 0.44420147 0.00508041 0.00404362
 0.00412563 0.00422822 0.07906435 0.02798373]",310.32666015625,12.152358055114746,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00407973 0.41564792 0.01481433 0.4449859  0.00474007 0.00380408
 0.00388753 0.00395578 0.07795294 0.02613169]",310.3279724121094,12.146413803100586,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.003851   0.4167522  0.01363127 0.44823113 0.0044396  0.00358963
 0.00367444 0.0037155  0.07757787 0.02453731]",310.3406982421875,12.179983139038086,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00364567 0.41470683 0.01260366 0.45345718 0.00417369 0.0033974
 0.00348351 0.00350317 0.07786615 0.02316283]",310.3606872558594,12.245929718017578,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00346236 0.4112016  0.01171289 0.45903155 0.00393925 0.00322598
 0.00331343 0.00331635 0.07881217 0.02198433]",310.37408447265625,12.321854591369629,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00330156 0.40852436 0.01094838 0.46252698 0.00373563 0.00307577
 0.00316469 0.00315473 0.08057086 0.02099694]",310.3800048828125,12.37358570098877,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00316287 0.40821615 0.01029852 0.46237805 0.0035613  0.00294633
 0.00303691 0.00301706 0.08319376 0.0201889 ]",310.3958740234375,12.377570152282715,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00304279 0.41004798 0.00974311 0.45887098 0.00341143 0.00283437
 0.00292677 0.0028994  0.08669367 0.01952954]",310.4208068847656,12.337380409240723,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00293578 0.4122101  0.00925714 0.45404992 0.00327904 0.00273469
 0.00282895 0.00279596 0.09093522 0.01897313]",310.44091796875,12.282386779785156,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00283704 0.41239464 0.00881999 0.45045617 0.00315828 0.00264283
 0.00273883 0.00270177 0.09576898 0.01848145]",310.457275390625,12.248453140258789,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0027449  0.41029686 0.00842243 0.44846487 0.00304679 0.00255719
 0.00265479 0.00261488 0.10116073 0.01803656]",310.4776306152344,12.240513801574707,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00265837 0.4061329  0.00805823 0.44788992 0.00294313 0.00247684
 0.00257587 0.00253406 0.1071022  0.01762842]",310.50311279296875,12.256001472473145,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0025769  0.4004437  0.00772341 0.44816345 0.00284643 0.00240127
 0.00250156 0.00245861 0.11363447 0.01725014]",310.52630615234375,12.287447929382324,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00250145 0.3950537  0.00741881 0.44735515 0.00275749 0.00233134
 0.00243278 0.00238932 0.12085502 0.01690483]",310.54486083984375,12.306710243225098,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00243206 0.39082006 0.00714252 0.44459042 0.00267614 0.00226709
 0.00236962 0.00232607 0.12878436 0.01659145]",310.5638427734375,12.301446914672852,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00236789 0.38767776 0.00689054 0.43982413 0.00260129 0.00220773
 0.00231125 0.00226798 0.13754697 0.01630435]",310.58642578125,12.272278785705566,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00230753 0.38513055 0.00665719 0.4338097  0.00253126 0.00215193
 0.0022563  0.00221358 0.14691    0.01603186]",310.607421875,12.230829238891602,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00225015 0.38295725 0.00643888 0.42679536 0.00246499 0.0020989
 0.00220398 0.00216199 0.15686178 0.01576661]",310.6278076171875,12.179274559020996,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00219539 0.38128155 0.00623396 0.41865924 0.00240205 0.0020483
 0.00215392 0.00211282 0.16740708 0.01550559]",310.64239501953125,12.115837097167969,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00214134 0.37810072 0.00603567 0.41232032 0.00234023 0.00199833
 0.00210425 0.0020641  0.17766342 0.01523153]",310.64190673828125,12.07539176940918,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00208862 0.37357327 0.00584485 0.40832147 0.00228016 0.00194956
 0.00205557 0.00201637 0.18692352 0.01494656]",310.64013671875,12.061844825744629,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00203837 0.3683122  0.00566435 0.40674457 0.00222305 0.00190307
 0.00200902 0.00197076 0.19447479 0.01465955]",310.6375732421875,12.073795318603516,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00199183 0.36294785 0.00549731 0.40767    0.0021702  0.00185999
 0.00196584 0.00192846 0.19958593 0.01438265]",310.63482666015625,12.109326362609863,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00195029 0.35915944 0.00534688 0.4093344  0.00212297 0.00182155
 0.00192734 0.00189078 0.2023195  0.01412673]",310.63128662109375,12.14449691772461,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00191387 0.35730678 0.005213   0.4113078  0.0020814  0.00178785
 0.00189367 0.0018578  0.20274357 0.01389408]",310.6310729980469,12.173110008239746,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00188221 0.35768643 0.00509456 0.4127453  0.00204512 0.00175859
 0.00186454 0.00182927 0.20140961 0.01368437]",310.63568115234375,12.18553352355957,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00185488 0.3602192  0.00498999 0.4136458  0.0020136  0.00173334
 0.00183954 0.00180476 0.19840272 0.01349606]",310.645751953125,12.18206787109375,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00183062 0.36428326 0.0048956  0.41417882 0.00198549 0.00171095
 0.00181745 0.00178309 0.1941933  0.01332133]",310.6580810546875,12.167794227600098,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0018088  0.36979115 0.0048096  0.41394556 0.00196011 0.00169083
 0.00179768 0.00176368 0.18927366 0.01315898]",310.66937255859375,12.139744758605957,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0017878  0.37519655 0.00472745 0.41440287 0.00193574 0.00167145
 0.00177861 0.00174499 0.18375671 0.01299773]",310.6741027832031,12.118965148925781,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00176637 0.37922832 0.00464582 0.41623557 0.00191105 0.00165165
 0.00175901 0.00172583 0.1782454  0.01283083]",310.67578125,12.117467880249023,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.001744   0.3812947  0.00456336 0.41967526 0.00188549 0.00163098
 0.00173841 0.0017057  0.17310603 0.01265608]",310.6787109375,12.139714241027832,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00172104 0.38185802 0.00448115 0.42393112 0.00185942 0.00160974
 0.00171714 0.00168497 0.16865915 0.01247804]",310.677490234375,12.177107810974121,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00169879 0.38291743 0.0044026  0.4262698  0.00183428 0.00158917
 0.00169653 0.00166497 0.16561744 0.01230892]",310.67529296875,12.194009780883789,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00167731 0.3843781  0.00432755 0.42703548 0.00181008 0.00156931
 0.00167663 0.00164573 0.16373155 0.01214806]",310.6752624511719,12.19460678100586,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00165643 0.3860265  0.00425554 0.4264011  0.00178667 0.00155003
 0.00165729 0.00162712 0.1630443  0.01199492]",310.6766052246094,12.181312561035156,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00163594 0.38755018 0.00418597 0.42468715 0.0017638  0.00153112
 0.00163829 0.00160891 0.16355012 0.01184832]",310.67889404296875,12.158734321594238,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00161546 0.3883739  0.00411776 0.42266563 0.00174104 0.0015122
 0.00161925 0.00159072 0.16505897 0.01170491]",310.6792907714844,12.137290954589844,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00159375 0.38649267 0.00404765 0.42269284 0.00171708 0.00149213
 0.00159892 0.00157131 0.16723882 0.01155466]",310.6849670410156,12.147640228271484,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00157163 0.38314527 0.00397758 0.42387816 0.00169275 0.00147167
 0.00157813 0.00155144 0.16973054 0.01140266]",310.6890869140625,12.175683975219727,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00155018 0.38030058 0.00391027 0.42376542 0.00166923 0.00145184
 0.00155797 0.00153222 0.17300518 0.01125692]",310.6920166015625,12.18938159942627,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0015295  0.37810493 0.00384568 0.42246616 0.00164657 0.00143271
 0.00153852 0.00151372 0.17680527 0.0111168 ]",310.6959533691406,12.188549995422363,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00150947 0.37650695 0.00378349 0.42003706 0.00162466 0.00141419
 0.00151967 0.00149582 0.18112722 0.01098135]",310.6988525390625,12.174276351928711,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00148994 0.37486234 0.00372324 0.4181212  0.00160331 0.00139612
 0.00150126 0.00147834 0.18497604 0.01084811]",310.6990966796875,12.16516399383545,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00147109 0.37326086 0.00366526 0.41686288 0.0015827  0.00137867
 0.00148347 0.00146144 0.1881154  0.01071819]",310.69921875,12.161885261535645,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00145302 0.37182596 0.00360982 0.41627878 0.00156295 0.00136195
 0.00146643 0.00144523 0.19040366 0.01059217]",310.69866943359375,12.16401195526123,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00143624 0.3710731  0.00355803 0.4162384  0.00154459 0.00134642
 0.00145062 0.0014302  0.19144888 0.01047339]",310.69879150390625,12.167818069458008,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00142088 0.37127137 0.00351015 0.41648838 0.00152776 0.0013322
 0.00143619 0.00141649 0.19123422 0.01036219]",310.70025634765625,12.169709205627441,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00140678 0.372365   0.00346577 0.41692543 0.00151228 0.00131916
 0.001423   0.00140396 0.18992063 0.01025788]",310.70281982421875,12.169001579284668,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00139346 0.37381998 0.00342369 0.41781473 0.00149766 0.00130685
 0.00141055 0.00139215 0.1877826  0.01015819]",310.705322265625,12.170694351196289,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00138044 0.3752375  0.00338274 0.41900966 0.00148336 0.0012948
 0.00139837 0.00138058 0.18537226 0.01006021]",310.7071533203125,12.175376892089844,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00136745 0.37625206 0.00334224 0.42072397 0.00146912 0.00128278
 0.00138618 0.00136901 0.1828445  0.00996262]",310.708984375,12.18681812286377,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00135454 0.37708244 0.00330231 0.42250606 0.00145498 0.00127083
 0.00137405 0.00135748 0.180431   0.00986637]",310.7093505859375,12.199933052062988,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00134227 0.3789533  0.00326432 0.42251477 0.00144155 0.00125947
 0.00136253 0.00134658 0.17873901 0.00977609]",310.7102355957031,12.19116497039795,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00133002 0.38092813 0.00322678 0.42146167 0.00142817 0.00124813
 0.00135102 0.00133571 0.17800294 0.00968751]",310.71002197265625,12.172270774841309,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00131743 0.38207778 0.00318883 0.4208425  0.00141447 0.00123648
 0.00133915 0.00132449 0.17766108 0.00959768]",310.71002197265625,12.16143798828125,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00130435 0.38200215 0.00315006 0.42114434 0.00140027 0.00122436
 0.00132675 0.00131273 0.17762978 0.00950517]",310.7110595703125,12.16502571105957,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00129088 0.38087752 0.00311069 0.4221993  0.00138567 0.00121186
 0.00131393 0.00130055 0.17789885 0.0094107 ]",310.71282958984375,12.180646896362305,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00127722 0.3791254  0.00307121 0.4235999  0.00137089 0.0011992
 0.0013009  0.00128817 0.17845139 0.00931564]",310.7140197753906,12.20281982421875,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00126386 0.37783575 0.00303272 0.42379147 0.00135644 0.0011868
 0.00128814 0.00127606 0.17974535 0.00922343]",310.71490478515625,12.211508750915527,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00125111 0.37756565 0.00299595 0.42237002 0.00134266 0.00117497
 0.00127598 0.00126455 0.18162279 0.00913623]",310.7171630859375,12.199748039245605,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00123893 0.37815222 0.00296081 0.41978824 0.00132949 0.00116368
 0.00126438 0.00125359 0.18379487 0.00905364]",310.71728515625,12.173295021057129,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0012267  0.37805623 0.00292579 0.4183464  0.00131629 0.00115234
 0.00125271 0.00124255 0.18551028 0.00897056]",310.71734619140625,12.160786628723145,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00121447 0.37730855 0.00289098 0.41812035 0.00130309 0.00114099
 0.00124101 0.00123146 0.1866625  0.00888657]",310.7181396484375,12.162740707397461,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00120223 0.37587684 0.00285633 0.41910923 0.00128989 0.00112961
 0.00122926 0.00122031 0.18728478 0.00880153]",310.719482421875,12.179327011108398,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.0011902  0.37433526 0.00282241 0.4205382  0.00127692 0.00111844
 0.00121772 0.00120933 0.18757357 0.00871789]",310.72052001953125,12.200484275817871,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00118904 0.3742216  0.00281914 0.42067564 0.00127567 0.00111736
 0.00121661 0.00120828 0.18756676 0.0087098 ]",310.7205810546875,12.202349662780762,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00118792 0.37414515 0.00281595 0.42080736 0.00127445 0.00111632
 0.00121553 0.00120725 0.18752806 0.00870193]",310.72064208984375,12.203975677490234,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00118683 0.3741142  0.00281285 0.42092022 0.00127328 0.00111531
 0.00121449 0.00120627 0.18746212 0.0086943 ]",310.720703125,12.20521068572998,99996.9921875
"['Ta', 'W', 'Re', 'Os', 'Ir', 'Mo', 'Tc', 'B', 'C', 'N']","[0.00118578 0.37412694 0.00280984 0.42101282 0.00127214 0.00111433
 0.00121348 0.00120531 0.1873723  0.00868689]",310.7208251953125,12.206042289733887,99996.9921875
