formula,Ed
Ag1As1K2,-0.048774948333331014
Ag1As1Li2,1.2711046571875
Ag1As1Mg1,0.13546441016664199
Ag1As1Mg1O5,0.137121318434219
Ag1As1Mo1O6,0.01697291069447
Ag1As1Na2,-0.07944319163348901
Ag1As1O2,0.046201059583319014
Ag1As1O3,-0.030127665833102
Ag1As1O5Zn1,0.06725719763016401
Ag1As1Pb1S3,-0.0015894762427740002
Ag1As1Ru2,0.6671574493750001
Ag1As1S1,0.008049293333332999
Ag1As1S2,0.0009005885416659999
Ag1As1Se1,0.012885474814815
Ag1As1Se2,0.037964097361111004
Ag1As1Sr1,-0.07366349111110901
Ag1As1Zn1,0.13001299696563198
Ag1As2Ce1,-0.045874903437499004
Ag1As2Ce1Zn1,0.041976924524998
Ag1As2Cl3Hg3,0.000948338148148
Ag1As2Cu1H3O8,0.008966916708326
Ag1As2Cu1O8,0.12835932060764102
Ag1As2La1,-0.03997664687497
Ag1As2La1Zn1,0.013364308102759
Ag1As2Nd1,-0.021432849375010003
Ag1As2Pb1S5Tl1,-0.0023439567494679997
Ag1As2Pr1,-0.026690708750000004
Ag1As2Pr1Zn1,0.030061729135416007
Ag1As2Sm1,-0.009245339999998
Ag1As2Sm1Zn1,0.04400407560922
Ag1As2Tb1,0.009848676249999
Ag1As2Tb1Zn1,0.058979030277982014
Ag1As3Co3O12,0.057136280414623014
Ag1As3Cu4O12,-0.008920488499472998
Ag1As3H2Mn3O12,-0.007249544152340002
Ag1As3H2O9,-0.0016162517367150002
Ag1As3K2Se6,-0.012794828171309999
Ag1As3O12Zn3,0.08921919505479901
Ag1As3Rb2Se6,-0.010949946979177
Ag1As4Cs3Se8,-0.0066034389430870005
Ag1Au1,-0.0035957974980080007
Ag1Au1Ba2,1.332355945799558
Ag1Au1Ba4O6,-0.028060960694369003
Ag1Au1Br6Cs2,0.018937866500001
Ag1Au1Br6K2,0.044751573500002
Ag1Au1Br6Na2,0.127121883250001
Ag1Au1Br6Rb2,0.028886166750006007
Ag1Au1Ca2,0.015200627499994
Ag1Au1Cd2,-0.0008217979166659999
Ag1Au1Cl4,-0.051922258343610014
Ag1Au1Cl6Cs2,-0.018775722999996997
Ag1Au1Cl6K2,0.038027719750015
Ag1Au1Cl6Na2,0.14040396000000102
Ag1Au1Cl6Rb2,0.025612481375012004
Ag1Au1Cs2,0.422122928448276
Ag1Au1Cs2F6,0.023664998166422
Ag1Au1Dy2,0.017216247499999
Ag1Au1Er2,0.015221116209458
Ag1Au1Eu2,0.019076616874997003
Ag1Au1F4,-0.079993292360455
Ag1Au1F6K2,0.047877787742790986
Ag1Au1F6Na2,0.167810456800167
Ag1Au1F6Rb2,0.053085423166748
Ag1Au1F7,-0.058184386444452015
Ag1Au1Gd2,-0.003016480000005
Ag1Au1Ho2,0.016863421250001003
Ag1Au1I4O12,-0.00010029326388899999
Ag1Au1K2,0.4890707371875001
Ag1Au1Li2,-0.016962750000003
Ag1Au1Lu2,-0.023762337187499
Ag1Au1Mg2,-0.019683215000028998
Ag1Au1O2,-0.05666418480962601
Ag1Au1O3,0.05825008195833201
Ag1Au1Pd2,0.024241772810528
Ag1Au1Pm2,-0.203292668333335
Ag1Au1S2,-0.054868914348956015
Ag1Au1Sc2,-0.017217687499996998
Ag1Au1Te2,0.21183332479166606
Ag1Au1Te4,-0.011875319849851
Ag1Au1Tm2,0.016443344999999002
Ag1Au1Y2,0.019482279999998003
Ag1Au1Yb2,-0.008422987500016
Ag1Au1Zn2,-0.018655219479163
Ag1Au2Ca1,1.2672741950000048
Ag1Au2Cd1,0.003660813379629
Ag1Au2Ce1,0.0052560687500010006
Ag1Au2Eu1,0.09038728375000199
Ag1Au2F8,-0.032065508181807
Ag1Au2In1,0.008312579828823
Ag1Au2La1,0.017300307499998002
Ag1Au2Li1,1.146426969622147
Ag1Au2Mg1,0.009217816718771999
Ag1Au2Nd1,0.017122683105132
Ag1Au2Pa1,-0.032440964999998996
Ag1Au2Pd1,0.010012601249999
Ag1Au2Pm1,-0.07341990666666601
Ag1Au2Pr1,0.009977484999999
Ag1Au2Pu1,-0.058406018906249
Ag1Au2S2,0.052479614666665994
Ag1Au2Sm1,-0.02637380578389
Ag1Au2Yb1,0.020152662500003003
Ag1Au2Zn1,1.1177774414583321
Ag1Au3,-0.0170569175
Ag1Au3I8Rb2,-0.003624528214292
Ag1B10C15Cl2H40N1O3P2,0.27642909341132305
Ag1B10C6H26N1,0.117442551677807
Ag1B10Cs1H10,0.08593211656680401
Ag1B11Br6C1H6,-0.07941200016234101
Ag1B1C12F18H1N9,0.14644774007153602
Ag1B1C1F20O5Te4,0.086179826328282
Ag1B1C2F20O6Te4,0.16127735309086502
Ag1B1C4F4H8N8,0.076523705798493
Ag1B1C4N4,0.43214527928600105
Ag1B1F4,-0.11170924344548899
Ag1B1F4H2O1,-0.019263922420995
Ag1B1F5,-0.029698216608105007
Ag1B1O2,0.008919261639150999
Ag1B1O3,0.08400699262425401
Ag1B1Zr1,1.4203659517010467
Ag1B2,0.5236279355555561
Ag1B3O5,0.017604845381748002
Ag1B6Cl6,-0.07144398541666999
Ag1B7O12Sr1,-0.010839475468624002
Ag1Ba1,-0.030242107708333008
Ag1Ba1Bi1,-0.07544397948718101
Ag1Ba1Ca1F7,0.029325561000938007
Ag1Ba1Cu1O5Y1,0.10468224861209
Ag1Ba1Er1S3,0.0020018525590220003
Ag1Ba1Er1Se3,-0.024707973750035
Ag1Ba1F1S1,-0.023949364596261003
Ag1Ba1F1Se1,-0.049448324373159006
Ag1Ba1F1Te1,-0.026066407674210004
Ag1Ba1F7Mg1,0.008707435490663001
Ag1Ba1F7Zn1,0.0007691367499730001
Ag1Ba1La1Se3,-0.047188553415204
Ag1Ba1La1Te3,-0.039045361456458
Ag1Ba1Nd1S3,-0.037286428692493996
Ag1Ba1O1S3Sb1,0.4193371925807941
Ag1Ba1O2,-0.07602919625212799
Ag1Ba1O9P3,-0.009384884048002
Ag1Ba1P1,-0.072816531770824
Ag1Ba1S3Sb1,-0.008913681876821001
Ag1Ba1S3Tb1,-0.0031321184707250004
Ag1Ba1S6Sc3,-0.04416324700721701
Ag1Ba1Sb1,-0.12747068998521002
Ag1Ba1Se3Y1,-0.035658126458835995
Ag1Ba1Tb1Te3,-0.028110594152692
Ag1Ba1Te3Y1,-0.026595030415754003
Ag1Ba2Bi1,0.020271746785712003
Ag1Ba2Ga7,0.0004610293749980001
Ag1Ba2Hg1,1.34731584625
Ag1Ba2I1O6,-0.155581394495718
Ag1Ba2Pd1,1.2862466362500011
Ag1Ba2Sb1,0.025338207857143
Ag1Ba2Si3,-0.092108150104158
Ag1Ba2Tl1,1.17822781419699
Ag1Ba3Cu17P6,-0.011362605925928
Ag1Ba3S6U1,-0.044423883012031005
Ag1Ba4Ga5Se12,0.016230638358607
Ag1Ba4In1S6,-0.013575177278253999
Ag1Ba7Ga5Se15,0.0076142779960119995
Ag1Be12,0.112083762307692
Ag1Be1O3,0.64852283983334
Ag1Be1O4P1,-0.05875482899819801
Ag1Be2,0.029227253333333
Ag1Bi12Cu6Pb1S22,0.023694024866671003
Ag1Bi1Br6Cs2,0.00032595262499699997
Ag1Bi1Br6K2,0.0333825585
Ag1Bi1Br6Rb2,0.023471080291671
Ag1Bi1Ca1,-0.046314562010077005
Ag1Bi1Ca1O5,0.06050456138020301
Ag1Bi1Ca2,0.037666956666664
Ag1Bi1Cl2S1,-0.020253976750124
Ag1Bi1Cl6Cs2,-0.013933239250028002
Ag1Bi1Cl6K2,-0.022170610749916
Ag1Bi1Cl6Rb2,-0.051020253000012006
Ag1Bi1Cr2O8,0.007858335825499
Ag1Bi1Cr4O14,-0.021685574425969998
Ag1Bi1Cs2I6,0.028431842562509007
Ag1Bi1Cu2Pb1S4,0.00931339814815
Ag1Bi1Eu1,-0.0005417996666769999
Ag1Bi1Eu2,0.037603015522198
Ag1Bi1F6Rb2,-0.01487547275985
Ag1Bi1Ge1Te3,0.049936900625
Ag1Bi1I4,0.040240186666666
Ag1Bi1I4O12,-0.0007013017353950001
Ag1Bi1I6K2,0.07482883200000001
Ag1Bi1I6Rb2,0.047646263562503004
Ag1Bi1K2,-0.062776093555095
Ag1Bi1Li2,0.0023114912499990004
Ag1Bi1Mg1O5,0.068436771227186
Ag1Bi1O2,0.0028451747500070003
Ag1Bi1O3,0.027038747000004
Ag1Bi1O5Zn1,0.097360997395828
Ag1Bi1O6Ti2,0.106639571367798
Ag1Bi1O8W2,0.011612590937533002
Ag1Bi1P2S6,-0.012391053609394
Ag1Bi1P2Se6,-0.023303695875002
Ag1Bi1Pb1S3,0.039111551570592006
Ag1Bi1Pb1Te3,0.047026413124999
Ag1Bi1Pd2,0.008873864027777
Ag1Bi1S1Se1,0.094647655691505
Ag1Bi1S2,0.014814982916667004
Ag1Bi1Se1Te1,0.11379687781249902
Ag1Bi1Se2,0.001134038958332
Ag1Bi1Sr1,-0.055882266155069006
Ag1Bi1Sr2,1.453652558472239
Ag1Bi1Te2,0.0179733109375
Ag1Bi1Yb1,-0.08106635257746801
Ag1Bi1Yb2,0.006911068020829001
Ag1Bi2Cl1S3,0.007170169166667
Ag1Bi2Cl1Se3,0.002885223214285
Ag1Bi2F12,-0.014800938041595
Ag1Bi3Pb1S6,0.020732168675214
Ag1Bi3S5,-0.008460311759264
Ag1Bi5Nb4O18,0.017903456749950003
Ag1Bi6S9,0.031321731093748
Ag1Br1,-0.1405083075
Ag1Br13Mo6,0.008184206749999
Ag1Br14W6,0.014163970853172999
Ag1Br1H3N1,0.043288290525832995
Ag1Br1Hg1S1,-0.028918196874975998
Ag1Br1In2S3,0.009025615
Ag1Br1In2Se3,0.027230312810147005
Ag1Br1In2Te3,0.133568371428566
Ag1Br1O1Pb1,0.052320920738626014
Ag1Br1O2,0.101843092249999
Ag1Br1O3,-0.0005096177916660001
Ag1Br1O4,0.037234746693374995
Ag1Br2C4O2,0.31798471875000606
Ag1Br2Cs1,0.005012436874986001
Ag1Br2H28N9O12S8,0.228773987130535
Ag1Br2H36N9O12S8,0.03446592597433899
Ag1Br3Cs1,-0.011159367249997
Ag1Br3Cs2,-0.015739299999999002
Ag1Br3K1,-0.012973934000013999
Ag1Br3Rb1,-0.026619907500015003
Ag1Br3Rb2,-0.01465180416666
Ag1Br3Tl1,0.037587328999999996
Ag1Br4Fe1,-0.1078910325
Ag1Br5Pb2,0.020039624999999003
Ag1Br6Ce1Cs2,-0.023826111499946
Ag1Br6Ce1K2,0.070547560271872
Ag1Br6Ce1Rb2,0.038773455999993996
Ag1Br6Cs2Ga1,0.08423788524997
Ag1Br6Cs2In1,-0.017738040403675
Ag1Br6Cs2Mo1,0.050651095166661005
Ag1Br6Cs2Nd1,-0.014015134500258002
Ag1Br6Cs2Sb1,0.0069347766249720005
Ag1Br6Cs2Sc1,0.017509313875012002
Ag1Br6Cs2Ta1,0.13947568052147602
Ag1Br6Cs2Tl1,-0.005833700999989001
Ag1Br6Cs2Y1,0.004584677624995001
Ag1Br6Ga1K2,0.108575850333337
Ag1Br6Ga1Na2,0.20427188475
Ag1Br6Ga1Rb2,0.084764597749997
Ag1Br6In1K2,0.052568161250005005
Ag1Br6In1Na2,0.15384932449999802
Ag1Br6In1Rb2,0.004803707822818
Ag1Br6K2Mo1,0.06146700300000001
Ag1Br6K2Nd1,0.07624509049997999
Ag1Br6K2Pr1,0.083215965341476
Ag1Br6K2Sb1,0.012866157249998
Ag1Br6K2Sc1,0.000376475499999
Ag1Br6K2Ta1,0.19923110805832805
Ag1Br6K2Tl1,0.042973967249986006
Ag1Br6K2Y1,0.039126994499997
Ag1Br6Mo1Rb2,0.060283006914643014
Ag1Br6Nd1Rb2,0.043728587500018005
Ag1Br6O2W2,0.08029850375644701
Ag1Br6Pr1Rb2,0.04963718925001401
Ag1Br6Rb2Sb1,0.020093551999991
Ag1Br6Rb2Sc1,0.021228109341427003
Ag1Br6Rb2Ta1,0.165672809058329
Ag1Br6Rb2Tl1,-0.0032791065000009998
Ag1Br6Rb2Y1,0.008481479778831
Ag1Br7W3,-0.008996239090906001
Ag1C15Cl1H36N6S3,0.07488142495968701
Ag1C1Cl18W6,0.010262181346152999
Ag1C1Cl1H4N2S1,0.040605109161177
Ag1C1F3O6S2,0.14790481980754402
Ag1C1H3N3O4,0.3624293981449661
Ag1C1H7N8O7,0.33350262632704103
Ag1C1K1O3,-0.045818295830621004
Ag1C1N1,0.34166937628999905
Ag1C1N1O1,0.14612533612375303
Ag1C1N1S1,0.148495151402767
Ag1C1N3O2,0.5745909789800129
Ag1C1O2,0.218276549726714
Ag1C1O3,0.002045668499994
Ag1C20H10N6Nd1O8,0.201545605863255
Ag1C20H10N6O8Tb1,0.20755309522354604
Ag1C2Cl1N4S2,0.74687337888641
Ag1C2Cl2F6N2Sb1,0.14552008396604602
Ag1C2Cs1,0.3870779788362061
Ag1C2Dy1H2O9S1,0.054475947664159
Ag1C2F6H2N2Sb1,0.15915799052243804
Ag1C2H2N3O1,0.14639992352293899
Ag1C2H2O9S1Tb1,0.046857633557422014
