material-id,composition,target
42009,Cr1Li3O15Si6,0.041263894600230014
61877,H3O9P3Sb2,0.049456720714272005
36671,Cl4K2Zn1,-0.031026385655008006
66137,Ir1Li1Zr2,0.027993730104167003
23658,Br3Co1Pr3,-0.031902861793601
26097,C1Na2O7P1Ru1,0.06120346562578
47921,Cu3Li4Mn3O16W2,0.06575592399554099
77096,Nb1Os2Tm1,-0.13624939388888802
80645,O6Rb1Se2,0.2409400269444381
37357,Cl6Hg6P4Sn1,-0.026545583026198003
53698,F6V1Zn1,0.034334543749992
58221,Ga3N3O1Zn1,0.02454518031251
15263,B6Co20Ti3,-0.005217812911819999
27630,C3N3O12Zr1,0.5797313314756279
3742,Al1Ce1H2Ir1,0.041157192999996005
14390,B3Li3O9Y2,0.039427579852837014
37206,Cl6Cu1In1Rb2,-0.034635622526387
17677,Ba2Bi1O9Sc1Ti2,0.08784666172117901
18258,Ba2Ge1O4,-0.05999530562695801
43275,Cr3Na1O8,-0.019401275015687003
44534,Cs2F6K1Mo1,-0.13796857533352702
69007,La4Ni3O8,0.24175807866582905
7311,Al7Cu2Rh1,-0.004552877750004001
20291,Be1O3Ti1,1.030492508500029
70407,Li2O15P4Sn4,0.09798593610101801
6154,Al2Th1,-0.07454803833333301
25524,C1Ge1V2,-0.055465320462974005
52341,F3H1Na2O5S1Te1,0.016114147057023003
20860,Bi1Ca2O6V1,-0.042896665341407014
508,Ag1Ba1Sb1,-0.12747068998521002
28924,C8Co1H36Mo8N2O32,0.20081443812197008
5800,Al2Fe1O16P2,0.6575416861605751
60204,Ge2Pr2Ru1,0.017049676974629998
42482,Cr1S3Th1,0.023956316431610003
9094,As2Cr2Sr1,0.057742479833332014
15389,B6Ho2Os1,-0.078302270833325
31935,Ca5Zn3,-0.008056029375
45406,Cu1Eu2O6Ti1,0.05772383999942901
6911,Al4Fe1Na6O26Si8,-0.002559784487327
66363,Ir1Si1Tm1,-0.20891525050030504
54175,Fe17N2Nd2,0.130022877142858
44305,Cs1O3Sm1,0.26689908337498497
24982,C1Cl1O2Pb1,0.05036452343751
54066,Fe12N1Sm1,0.127091139285714
30541,Ca1O6Si2W1,0.32574009924929603
32856,Cd1O21P6Ta2,-0.023962611782805003
25948,C1Mg30O32Y1,0.159704507380364
1947,Ag2As3Rb1Se6,-0.005207334236095
18714,Ba2Pd1Tl1,1.274538910625
63726,Ho1In1Pd1,-0.039915538444440006
59415,Ge1Li2Pd1,-0.08199679578124401
3432,Al1Ba2O7V3,0.423456817786004
50646,Eu1In1Zn1,0.017244694999999
45635,Cu1Ga1Sc2,-0.012254486406249002
6227,Al3Ba1H2O14P2,0.09963773630755698
27311,C3Cl3Cu1H14N1O2,0.08680424357550501
55307,Fe1Pr2Si3,0.190964143333334
29393,Ca1Cr4O9,0.24870234142847106
69629,Li1Ni2S4,0.066747382857147
68917,La3O11Pt3,-0.030202753568929007
30416,Ca1O12Sr3V4,0.07131030612508503
10895,Au1I6K2Sb1,0.084241123875004
71073,Li4Nb2Ni3O16Ti3,0.013256024026231002
48032,Cu3Nb2O12Ti2,0.091101226381573
1011,Ag1Cu4Tm1,-0.052748735333333005
13744,B2Fe2Li2O7,0.06000536980777599
47955,Cu3Li9Mn12O32,0.023177964259665004
79985,O3Pr2,-0.41625690700018303
51993,F1Se1Yb1,0.6780219535677681
47317,Cu2Li1O4,0.035258259910712006
52512,F3Rb1Tl1,-0.014313611588174
30714,Ca1S8Ti4,-0.008699951118784001
29583,Ca1F4W1,0.399892643333284
50785,Eu1Ni1Si3,-0.026556905999975
6950,Al4La12Mn3Se28,-0.022708073955429002
20107,Be1Eu3O5,-0.021369307500106002
81929,Pa3Ta1,0.19897579374999905
33225,Cd2Mn1Te3,0.008423415833333
7454,Al9Ca1Mn3,0.035658777252746
65854,In3Li4O24Sc1Si8,0.012731651374971
66185,Ir1Mn2Rh1,0.0075723649153140015
9078,As2Co3H16O16,0.036033728595938
19845,Ba7Nb4O21Ti2,0.001533317940967
40305,Co31Lu12Sn16,0.021434040734463002
26625,C2Cu2Li1O6,0.019935581022730003
76945,Na8O14Ti5,-0.023672105793759
10741,Au1F5,-0.252999464563332
61570,H2Mn1O5S1,-0.009575655801146998
72149,Mg1Mn1O8P2Sr1,0.01963144363916
81899,Pa1Sc1Tc2,-0.26138771859375004
4992,Al1Na3Se3,-0.040746587678577986
73871,Mn27Nb13O60,0.121084005441694
25297,C1Eu1H4Na1O7P2,0.072706852031095
83090,Rb1S2Yb1,0.293657979166681
82298,Pd1Y1Zn1,-0.06593112679489001
49517,Dy4Mn1Se7,0.012540814583335
73931,Mn2Ni3Sm1,0.06450117499999801
51257,Eu4K2Na2Nb2O13,0.0005375192393919999
31876,Ca5Ho3Mn3O24Ti5,0.022406548657299002
77262,Nb2O8Sb1Zn2,0.13647246405175398
39644,Co20La1P60,0.011757793209869
59967,Ge2Ir2Sr1,-0.25932508334272897
30249,Ca1Mo1O2,0.33370723718749395
66884,K1Na1Nb1O5Pr1,-0.07164933566178301
19952,Be12V1,-0.052987201730766
24952,C1Cl1F3O3S1,0.080505899245328
8507,As1Li1O4Zn1,-0.037538209281944006
27533,C3H5N5O1,0.060510009984195014
11740,Au3Li1,-0.084579025
69403,Li1Mn2O6Te1,-0.005051583471151
25133,C1Cr1Li1O7S1,0.04495592136304501
8872,As2Ba1Cu2O8,0.025054306153767
1066,Ag1Eu1Hg2,0.036211439500000005
67051,K1O3,0.07742816968749901
11295,Au2Ca1Na1,0.000949841250001
16142,Ba1Ce1,0.443058
48278,Cu4In9Se16,0.15638281534033702
23762,Br3K1Mn1,0.00047326875
48782,Dy1Ga1Zn1,-0.042460936500019
50239,Er2O2Te1,-0.08394107549994399
83585,Ru1Sn2,0.05308013624118401
71703,Lu1Mo6S8,0.032707567166668006
809,Ag1Cl1H2O5,0.002220511944449
65886,In3Pr1Pt1,0.029685883583316006
26230,C1Pt3Sc1,0.666900634249999
4644,Al1I6In1Rb2,0.07702923775000099
5059,Al1Ni2Ti1,-0.091919641249976
45011,Cs3I4N1O3Zn1,0.006214383071946001
44407,Cs1S4Sb2,-0.002148400364685
9515,As2O8Sr3,-0.066275978475631
12699,B1Fe14Lu2,-0.010628123039213002
31705,Ca4Cr5O18Te3,0.185943572750285
41252,Co7Li4O18Ti2,0.12874958536678502
50442,Er5Ge6La5,0.022048459687499
15738,B9Cs1O13,0.117597039656953
36219,Cl3Cs1Pd1,0.009341047333334
65834,In2Sm1Y1,-0.009872270471608002
73197,Mg4Na1O12P3,0.011085909372419002
25778,C1K1O7P1Sn1,0.029560834318375
72222,Mg1N6O16,1.122622104365939
62764,Hf1Pb1S3,0.0048787624999990006
44040,Cs1I3Tl1,0.05907356224999901
51891,F1Na5O16Si4Y4,0.018850002968876
15121,B5Li1O13,0.5451376350365671
37641,Cl6Rb2Tl1Y1,0.038420273499860005
46636,Cu1O4Sb1,0.23088914744791705
73759,Mn1S10Ti5,0.033092900781256006
35980,Cl2H2O7Pb1,0.010517777708322
21600,Bi1O3Zn1,0.08021920599999903
43136,Cr3Li2O18P5,0.09765290821427301
60489,Ge3Ta5,-0.10162242948958401
49280,Dy2Ir1Pd1,-0.040472459285701014
8948,As2C20Co2Cr3O20,0.520301215336975
3220,Al1Au1Cs2F6,0.096018474583361
25107,C1Co2Nd2Si1,-0.016183823068343
83454,Rh2Tl1Tm1,-0.008217781249991
59260,Ge1Hg3,0.25485951500000004
66937,K1Nb1O7Si2,-0.022199430198823
60220,Ge2Re1,0.010795569404761
61688,H2O7Ti3,0.036474920833374
74556,Mo1O2Sr1,0.35323210812500605
82967,Pt3Tb5,0.026410464687503
30872,Ca2Cu1Li1N2,-0.085775026825412
21487,Bi1N2Th2,-0.226784269000004
2316,Ag2Nd1Si2,-0.07716559499998599
59408,Ge1Li2O3,-0.039913812013573004
14564,B4Co4La1,-0.001172741666726
13491,B2C3H12N6O6,0.004230398477765
52805,F5H12Mo1N3O3,0.17306948054738402
50221,Er2Ni1Sn6,-0.004279426242408
83664,Ru2Th1,0.040171010000001006
27825,C4Cl7Ga2O4Rh1,0.12841772726870002
1523,Ag1Li2Mg1,1.118930981250001
37428,Cl6K2Na1Ta1,0.14434715175007998
5574,Al2Ca1O38Si16,0.126140586172659
51449,F12Rb3Ta1,0.27564609828125497
659,Ag1C2Dy1H2O9S1,0.054475947664159
58283,Ga3Pt1,0.28859651750000004
6912,Al4Fe1O12Si2,0.082228730359968
1924,Ag2Al1Lu1,0.004323255000000001
37831,Cl8O2Se4Te3W2,0.05286458217861301
77546,Nd1O4V1,-0.264454886888696
28691,C6Fe1H10Na3O17,0.055757686967884
53296,F6K2Mn1Na1,-0.039791003880528
63401,Hg1Tl1,-0.00872313
51592,F1Fe1Li3O2,0.067386820357114
43662,Cs1Cu1F6Tl1,0.007451219444370999
15361,B6H12Mg1O16,0.010408327935658001
23422,Br2Cl1Nd1,0.014927588333331998
35690,Cl1O10W2Zr1,0.46288115393143103
61917,H48La2Mg3N12O60,-0.0016177266185880002
67885,K4Mo7Na4O20V1,0.17102569652725302
11085,Au1O2Pb1,0.013738395000005002
3364,Al1Ba1F7Mn1,0.005056192250167
14477,B4Bi1Li3O9,0.048591617573629
36374,Cl3Mg1Rb1,-0.008736231005942001
52590,F4H6O1,-0.039590525454645004
30499,Ca1O4Tl2,0.0104056357143
54128,Fe15Li15O32Si1,0.09327405984202601
14033,B2O5Te1,0.062012754739647014
69775,Li1O3Ru1,0.20993520345833205
75847,N4Sr4Zr1,-0.04930315020993101
24988,C1Cl2F5N1S1,0.19301562476451906
51904,F1Nd1Te1,0.041105187407316
32591,Cd1In1Yb2,-0.005878042499995
68960,La3Sn4,0.009867385000002
52180,F2Li6Mn2O5,0.07031080284378301
21191,Bi1Gd3O14Ru4,0.012662025454626002
80358,O4Sm1V1,-0.245207682116978
68932,La3O7Ta1,-0.039189013409861
69581,Li1Nd1O8W2,-0.0070284229243370005
46319,Cu1Mg2O6Ta1,0.14395223304074806
11086,Au1O2Pd1,0.0028241412104610003
40648,Co3Li4O16V5,0.05895652407748701
9958,As4Eu3Si2,-0.051006422407404016
35756,Cl1O8Pr3Si2,-0.0055846040540490005
16063,Ba1Ca1Li1O9P2V1,0.06145673719482801
28911,C8Cl7H32N4Ru1,0.07438329591346801
60897,H12K2N6Sn1,-0.00023812874721000009
8857,As2Au1Nd1,-0.008453059375045998
80114,O3Sn1Sr1,-0.039074025334010005
27198,C2Pr2Re1,-0.041890068266665005
69289,Li1Lu2Rh1,-0.020417579583345002
78507,Ni2Si2Yb1,-0.095362910090976
61829,H3Na1O8S2Zn2,0.07055133871131
65614,In1Sr3,0.125179491363636
83444,Rh2Ta1Zn1,-0.06905944997948599
44315,Cs1O3V1,-0.128855653306356
27451,C3Fe17Ho2,-0.0011490911742410002
17478,Ba1O9Rb1Sc1Si3,-0.017574711771297002
70184,Li2Mn1O8S2,-0.006118948245419001
82941,Pt30Si19U6,0.015838707490902
60490,Ge3Tb1,0.018287901666666
65186,In1Lu1Ni4,-0.06763133166672801
14737,B4I5La4,-0.106313330961516
80606,O6Pb1V2,0.016986676250018998
29754,Ca1Ga4,-0.040654627333336
8730,As1Pd3,-0.038013992499999004
32879,Cd1O4Rb2Si1,-0.00024857401163
46345,Cu1Mg6O8Ti1,0.21752005109479505
68782,La2O7Sr1W1,-0.001916749235003
66065,In8Pb7Sr21,0.005502801458331001
888,Ag1Cl6Rb2Tm1,-0.0034723655003350003
15636,B8Cu2Ru18Ti9,0.033125071486483006
6602,Al3Ni2Sm1,-0.009529961944361
26408,C2Cd1N4O4,0.038660788850452994
25749,C1In1Yb3,0.277920616666666
67982,K5Na3Nb3O24Ta5,0.013926411119153
26993,C2I1K1N2,0.467170246686509
55434,Fe1Sr3,0.5761895650000001
36289,Cl3H12N5O1Os1,0.020360459104028
18921,Ba3Eu3Fe6O16,0.009227312410872
34242,Ce1O4Pa1,-0.13204002833380601
60411,Ge3O12Sc2Sr3,-0.024255593278019003
20673,Bi12Li1O20,0.08322117940656501
77176,Nb1Si2,-0.18909562699999904
10368,Au1Br6Cs2Hg1,0.06389054749996301
84421,Se8Tl1V5,0.003379664761904
34532,Ce2Gd2O7,0.06493892568176099
34892,Ce4Ho11S22,-0.004165822612791001
18133,Ba2Eu1O6Ru1,-0.044482661385020994
72071,Mg149Mn1,-0.007826128333333
26703,C2F6H12N6Ti1,-0.019625499701111
9919,As4Cl7Hg6Mo1,0.009190277430553001
62030,H4N1,0.292427771276
81268,O9P3Y1,-0.026210427250218
27927,C4Cu1H16N10O2,0.045942363887168006
4371,Al1Fe1Tm1,-0.0022198050000170003
63966,Ho1P3Zn3,-0.004114263571424001
10558,Au1Cl6Dy1Rb2,0.110611856599758
50392,Er3S6Tl1,2.626860370905172
36197,Cl3Cr1K1,0.010213470888887
58551,Ga9Ho2Ru3,-0.005754853638829001
38342,Co1F6Li1Ti1,0.12470009444460001
5409,Al2Au2Tb1,-0.055643709999944
84075,Sb1Te1Tm2,-0.042496947499994005
84834,Te2U1,-0.051389778181924
36222,Cl3Cs1Sn1,-0.027477912999999
77137,Nb1Rh3,-0.23461257875
50061,Er1Ru2Sn1,-0.047577025397711005
84732,Ta1Ti1,0.05982505666666599
51260,Eu4Mo4O11,0.45536539194333003
78817,Np1P3,-0.00921312482143
51440,F12Na3Pd5,0.038924165749974
23959,Br4O1Rb6,-0.011849858181171
67085,K1O3Y1,0.256943312666499
27960,C4Er2Fe1,-0.033243242647147
42670,Cr2Ge2Th1,0.107016661999998
5039,Al1Ni1S7Y3,0.03902290088224
61147,H1K1O3Si1,-0.022707036489578003
15115,B5La1Mg1O10,-0.010445099522396998
66100,Ir1La1Sb1,0.007219790000037
37384,Cl6In1Rb2Y1,0.040238568031303004
45498,Cu1F6Mn1,-0.05392224765664701
14616,B4Er1,-0.14521445699999802
50482,Er6Mn23,0.0069311985488500006
4178,Al1Dy2Mg1,-0.021399778753889
75383,N1O6Sb1W1,0.6988966138888721
44257,Cs1Ni1O2,0.16025693624999804
75120,Mo4Si3V1,-0.031193987125003007
39920,Co2In1Y1,0.017732950159163003
8382,As1H9O10U1,-0.009386211324111
30651,Ca1Pd2Sm1,0.017725835919197002
22944,Br1C1N1,0.3666231746233321
44440,Cs1Te5Ti1U1,-0.06615226040805501
5820,Al2Ga2Yb1,-0.006097310999994001
66127,Ir1Li1Rh1,0.7752210818421
42098,Cr1Mg1O7P2,-0.00062537364246
72280,Mg1Nd4Ni1,-0.003311953214277
84290,Se1Te1W1,0.04361046874999901
30037,Ca1La1Mn1Mo1O6,-0.0053687553789820005
7519,Al9Rh3Tb2,-0.10526181952377801
27860,C4Co1O4,0.40198374395833203
37258,Cl6Er1K2Na1,0.022061388858362004
56793,Fe5Li2Na3O30Si10,0.004437944902474
3229,Al1Au1I6K2,0.145823261375001
84891,Th2Tl1,0.043760044674613
60513,Ge4Hf2Nb3,-0.052725634016751004
45888,Cu1Hg1I1S1,0.021385818333334
18555,Ba2O10Sn3Tl2,0.224397783639663
4082,Al1Cu1Pr1,-0.02154455277778
22027,Bi2Ga4O9,-0.008184956999582
38109,Co1Cr3Li6O24P6,0.06246935833661401
4266,Al1F5H12O5,0.27110211235494097
20058,Be1Cl4Na2,-0.020798331785824003
71910,Lu1Tl3,0.0032782374999990004
14457,B40Co40Sm11,0.014206030219759
40393,Co3F4O2,0.06643725861112801
65581,In1S8Ti5,-0.017517342886766003
55081,Fe1Ni2Se4,0.053696519654268006
69185,Li10P2S12Si1,-0.010642379600709
41635,Cr1Fe2Li2O6,0.116662022121186
61858,H3O3Sc1,0.014140918413741998
76111,Na1O2Re1,0.5933398222213221
56193,Fe3Li3Ni1O8,0.010605226791642
31342,Ca3Co2O12W2,0.06924216484213801
8430,As1I6Rb3,0.07468453300000599
53760,F7K2Na2Nd1,0.017727001189917
7598,As1Au1Ba1,-0.165685768888885
67682,K3Li1Si4,0.004650164017857001
81943,Pb19Rh6Yb4,0.22867930931034405
22402,Bi3K1,0.11625099875
66486,Ir2Pa1Yb1,-0.09818283425229901
58983,Gd2O13P4,0.00064831322371
47953,Cu3Li5O10Ti2,0.056794149499946
29277,Ca1Co1O7Sb2,0.186156188669084
53716,F7Fe5O3,0.034377576000001006
54018,Fe10Mg1O16,0.215253686666661
44226,Cs1Na2Sb1,1.0516167716666658
43156,Cr3Li4Mn1O16P4,0.004591457215753001
34890,Ce4Ge9Rh13,-0.04575191974358999
67181,K1P1S5Ti1,-0.035491159325167006
66032,In5Sm3,-0.030149711249999007
50595,Eu1Ge4In2Ir4,-0.031892473919195
31057,Ca2Ir1O4,0.028015258333332
83315,Rh1Sb2,-0.031996711250000004
65455,In1Pb1Rh3S2,-0.002372004285761
28997,C8H8K5O16Y1,0.120665619934261
7857,As1C4Cu2Na6O16,0.061276126940141014
40302,Co2Zr1,-0.06079925372549101
64200,Ho2Re3Si5,-0.076579080249996
47591,Cu2Pm1Tm1,0.010114870625
36201,Cl3Cs1Cu1,-0.008579215166664001
7467,Al9Co3Y2,-0.032308890714278005
54771,Fe1Lu4,0.4908981205
46258,Cu1Li6Mn3O24P6,0.0667952805025
70344,Li2Ni2O9Si3,0.084033015103097
14209,B3Ca1O12,0.500827625195251
55331,Fe1Ru2Sn1,0.32240587312499897
69254,Li15Mn2O12,0.055684576724184004
64160,Ho2O2S1,-0.119704532462457
36325,Cl3In1Rb1,-0.016758571750011997
64497,I1O1Sm1,-0.16701755237046498
40796,Co3P2Sm1,-0.024166666604315
27954,C4Cu2Na6O16S1,0.039798316551873006
8149,As1Cu2,0.020035018333333
2379,Ag2Pr1Yb1,-0.023672132500001
41609,Cr1Fe1Li2O8P2,0.015432996372832
31422,Ca3Fe2O14Si4,0.04143145347819
32145,Cd1Cl1O3V1,0.006252786666503
84207,Sc1Sn1,0.16778680392857198
27486,C3H10I1N1,0.091081172458332
30926,Ca2Fe1Mn3O10Sr2,0.05177747500013402
7845,As1C3F11N1S3,0.09512541351665
33452,Cd4La23Ni7,-0.004662193382349001
73375,Mn1Mo6Se8,0.22633327533333306
84586,Sm2Te5,0.003976427857140001
31868,Ca5Ge3H1,-0.010678788055536
43963,Cs1H2In1O8Se2,0.299984196964004
15004,B5Ca2Cl1O9,-0.012179522196498998
70841,Li3O6Ti1V2,0.030068364604505002
74640,Mo1Os1V2,-0.06744656791666599
75406,N1O9P3Zn1,0.440979919553446
82562,Pm3Sc1,0.042240346875
23535,Br2N3S2V1,0.10915606133192599
80516,O5Si1Ti1Zn1,0.058619022708310015
1845,Ag1Se2Sn1,-0.00013988812500500002
22768,Bi7I2,0.028331860925926006
20170,Be1H2,-0.14789332296888802
53223,F6In1Na3,-0.05811148099999501
45420,Cu1F1Li1O4P1,0.046530895548414004
37166,Cl6Cs2Tl1Y1,0.0055755597519770005
70751,Li3Ni2O8Si2,0.091694819750358
22513,Bi3Sr2,-0.023172871983389003
21287,Bi1K1O2,-0.048181396407734
68309,La1Na3,0.29209358999999896
33704,Ce1Cu1Pt4,0.067091574999998
83772,S1Tb1,-0.22978349119047306
48957,Dy1Mg3,-0.015503124719530003
964,Ag1Cs2I6Tl1,0.050893465374996005
47822,Cu3Ge1O10P2,0.015462592312469001
20683,Bi12O20Ti1,0.007710339014889002
47500,Cu2O24P6Sb1Ti3,0.048388538066037004
25786,C1K2Mn1O7P1,-0.024800429437105
29621,Ca1F9K1V2,0.018379333045103
36813,Cl5Cs2Gd1,-0.036921766916274
36202,Cl3Cs1Cu2,-0.022061666414757004
74717,Mo1S6Te2W3,0.061811034999999015
43578,Cr6Ge6Ho1,0.017561108461537002
48047,Cu3Ni4O12Y1,0.010831120833961
38944,Co1Li2O6V2,0.17169685598480405
23204,Br1K1O4,0.030629581875
24440,Br7Rb1W3,-0.008249334772727001
77975,Ni1O10Te2V2,0.010030210000491
50067,Er1Ru3,0.244722868333333
20442,Be2Mn1,-0.093346106388888
6031,Al2Ni3Th1,0.00019605265873400005
80393,O4Te1V1,-0.015497001871294004
70156,Li2Mn1Ni1O8Ti2,0.034499823285849995
59567,Ge1Nb3S6,-0.045779403791278005
23407,Br2Ca3Fe2O5,0.042568818125065015
59911,Ge2Hf1Rh1,0.020380115833329
51975,F1Pd3,0.4471175679166671
49895,Er1Na1Tl2,-0.0076649537560090015
11237,Au1Y2,-0.05390525378072301
66207,Ir1Na1O4Y1,0.043582418730832004
1674,Ag1O3Rb1,0.34809368574999505
51601,F1Fe1N1O4P1,0.765789773904697
7270,Al6Tc1,0.010415057857143
42867,Cr2Mn3O24P6V1,0.08304562546324701
2216,Ag2I4Mo1O14,0.009775971547606
50194,Er2Li1Tl1,0.026025846666666
76225,Na1O6V3,0.102229641624961
21356,Bi1Li2Mg1,0.13539829139255202
16590,Ba1F7Sn1Zn1,0.104258662928981
32391,Cd1Fe1O12P3Sn1,-0.013123899376515
38782,Co1In3Lu8,-0.014611813587963
40984,Co4Nd1P12,0.08793801823533601
73896,Mn2Na4O5,-0.014255083236464
58487,Ga6Gd1,-0.005522501428570001
55995,Fe2Pr1,0.116498675
26178,C1O4Rb4,0.195645228888844
36911,Cl5K2Sm1,-0.029995260156088006
13996,B2Nd1Os2,-0.07929957866264101
6048,Al2O12P3Rb3,-0.06233170965941901
3927,Al1Co3,0.09927350124999901
66506,Ir2Si2Th1,-0.206157642500013
23583,Br2Ti1,0.05937627597222101
3402,Al1Ba2F11Fe2,0.026541113585799
66572,Ir3S8,-0.11627513517045401
626,Ag1Br6K2Sb1,0.012866157249998001
28692,C6Fe1H18N6O13,0.014409737151606001
59992,Ge2La1Mn2,-0.01863876633335
57119,Ga11Hf4Zn1,0.013284095625
21578,Bi1O2Rb1,-0.025630820686942998
71330,Li5Ni6O12,0.013472491576086001
49443,Dy3In5,-0.020392306874999003
70827,Li3O35S14Ti14Y14,0.016454919060295
62052,H4N2Sr1,-0.094033795716205
34871,Ce4Co1S7,0.10048690465276301
65146,In1Li1Se2,-0.07305633229167101
69126,La7Mn8O24Sm1,0.09419229099999002
16280,Ba1Co4O8Y1,0.07562466946430701
78088,Ni1O8P2Sr1,0.134672655588943
80311,O4Ru1Sr2,-0.013942836786264002
20605,Be4O20Pr9,0.107604035284089
