formula,target
O6Te1Yb2,-0.11808731902758401
Cu1Ga1Pt2,-0.05529246895834202
Cs2Cu2Se4Ti1,-0.11029093685164802
Cl8O2Se2Sn1,-0.012719464680524002
Cd1Eu1Hg2,-0.029538819166666
Al1B3H14N1,0.12869608075292402
C1Ho1Re2Si1,-0.012000471500031
Er17Ru6Te3,-0.087382204134615
N2O8V3,0.43808268615372203
Gd2Ir1Pd1,-0.27676914291666604
B12Ce4Cl4H48Li3,-0.074049566400449
S3Yb2,0.1132004745
Fe8O12Zn1,0.029596563888894006
Ca2Co1Fe3O10Sr2,0.019384660724859
Li9Nb7O48V12,0.083074980912929
As2Mg3,-0.256825107833335
Ga1La1O4Sr1,0.049662082678831
B4Nd13O26,0.0004532178052310001
Al1Cr1Ti2,0.0132143140625
Co10Ga7Nd26,-0.002378771012755
Cu1K1S4Sm2,-0.023871299052790004
Br7Fe1Te1,-0.06277290555555401
Fe12Nd2P7,-0.033911918571413
B1C1Ti1,0.307116943541664
Au2Gd1In1,0.009721846944431
C3Fe34Gd4,0.014143270731707003
Br20C12H36O6Si6Zr5,-0.0031037983067790003
Cu1Li4Ni3O16P4,0.017237766338886
C6Li2O18V3,0.051438135689642006
Cl6Cs2Hg1In1,0.051129231781019004
Hg1Y1,-0.21620773999999895
B1Eu4Pd12,0.009445569285716
Co1O7P2Zn1,0.009455909422565
Ga1Sc1,-0.014797685612851004
B2V3,-0.045292962999997
Cl1Mg2O7,0.520860494062476
Mg1O8Sb4,0.18441223346140695
Fe3Li8Mn6O18,0.17021875755035798
Cu1Te8Y4,0.01476222596154
Li1O26Si6Y9,0.026635382499997
Ag3F8,0.007884154318181
H2N17Ti20,-0.015276988461065004
O5S1V1,-0.008202201587276001
Ba1Cr3Cs1F12,-0.009507517009423
Cl1I1Pb1,0.04657926125
Co1Er3Si3,-0.004564604285675
Ag8O4S2Si1,0.4202954299999711
Al1Fe2O4,0.052754980357144994
Al1Pt1U1,0.016617739722229997
C3H12N6O4S3Se1Zn1,0.152923110814167
Ce1Li1Si2,-0.009952070327406
Rh1Sm3,-0.0379459778125
Ag9N1O11Si2,0.026614434565112
Lu1Pt1Si1,-0.157716481526104
Cs1F6Rb2Y1,0.058775916999849014
Cu1Nb3,0.1800676975
Ge1Mn1Ni2,0.018762692283674
Al1Ba1F7Mn1,0.005056192250167
Ca9La1O30Ti10,-0.008191056433753001
H6Se1Si2,-3.221111111420228e-06
Ga4La1Os1,-0.0023175869444430003
Cu1K2O7Te1,0.19791196573868705
Mo1Nb1S3,0.06483989399999701
Ag1I6Mo1Rb2,0.118230311354166
Cl6N1Nb1S1,0.091009856587432
Ca1Pd2Yb1,0.004293484252562999
Cs2F5Fe1O1,0.24437935423874105
C4Cl3O2S2Sb1,0.5744873603647891
La1S1Se1,-0.021746632120838
In4Nd1Pd2,-0.009956901817446
Mn1Ni1Ti2,-0.017288263930231
P4Sr3,-0.020970114285737
Er1Pb1Pd2,0.01815240916667
S8Tl1V6,0.0077794994999910005
H2Se1,0.6969084413887501
Br9Sb2,0.084053339545454
Cr3Li6Mn1O24P6,0.046813122032876006
La7Ni3,-0.010480955500000002
Be2W1,-0.23154070944454705
Ho1Rb3,0.6658229734913791
Cr1Cu2Mn3O24P6,0.051844771476073005
Cr2Mg1O6Pr1,0.10849092489403
Co1Ga3,-0.12190312
Cr1Er2O7Sb1,-0.015161028384062001
Cu3Ho3Sb4,-0.027210961999998003
B2Bi1Li1O6,0.030459523162565
B6K1,-0.026178632571428
Fe1O24P6V3,0.017478632524361
Al1Pt1Th1,-0.140739342799639
Be1Th3,0.33798909528846105
Ca1N1Ni1,-0.178781871666694
Cu2F5Li1,0.035746401250037994
Al43Dy6Ta4,-0.016371023773599003
Ba2Gd1O6Ta1,-0.049821735750332
Ba2Cd1O6Re1,-0.00044846159036500004
Co1Sn2,0.004499261805555
Bi1Hg1Pu2,0.002760619843749
Cl4Hf1O16,-0.023797707959502003
Cu1H6O5Sr1,0.018471127115292
O28S8Si1Sr2,-0.054354279234243005
As4Cu3O16Zn3,0.029932702019239
Ga3Pu1,-0.07467769375000201
Co1Fe5O24P6,0.061848442916618014
Bi2Cl1Lu1O4,-0.036456173239569005
Pd1Pr1Zn1,-0.06982478421609599
Ag1Ir1,0.38298264500000107
Al1Nb1V2,0.116940119516937
Gd1Ru2Th1,-0.010625928749999002
Co1La2O4,0.053707174286472
Bi1F6K1,-0.19788022311711
Cr1O13P2Pb5,-0.0005914605521259999
Cu2Na1O10S2,0.038256687249811
Ba1Np1O3,-0.087521149999274
Nb2O4Sr1,-0.049363759359746
Li7Mg8Zn9,-0.013980224433336002
Br2I1K1O1,0.35965997350003803
Br28Ru4Sc19,-0.08618994348747701
Rh15Te16,0.023365822580645002
Lu1Sm1Tl2,0.005535838749999001
Ag1Cd1In1Te3,0.013617259166666002
C1Fe2Si1Sm1,-0.017594033873628998
Cs2S1,-0.337675617777209
Cl4Dy1Na1,-0.007412889168271
Au1La2Ru1,0.06618220365449701
Na19S30Zr11,-0.003194529663103
Br2C3O3Ru1,0.057954939328702014
Ba2Cr1O4,-0.030562560206023007
O6P4Se1,0.080594661792209
Ag2Br1N1O3,0.010873176785708
Ce4O7Se3Si2,0.012325359682582
Ga1Sr2Zn1,0.025277718125
Eu1Tl2,-0.044215173958332
Ge1Se1Zr1,-0.068474302499891
Ge1Nd1Ti1,-0.007254830851841002
Cd1F6Pt1,-0.09748824312502301
H14N4O8U1,0.23492480924020495
Cu2O12Si3Zn3,0.18690936504164105
Cu1I1Se3,-0.031402443489582994
C4N1O7V3,1.0359258475835391
As4Fe4Nd3O4Sr1,0.192484383021566
Ba1Cd1S2,0.020117332187493002
La3Mg2O9Ta1,0.015475148333350001
F2Li5Mn1O3,0.052571562727549
In48K3Na26,-0.022835558084415
Ca1F6H4Ir1O2,0.10750176255959
Br6Cs2Li1Y1,-0.004389202000008001
Cr1Fe1V2,-0.027814996734317
O10Sr1V4,3.8840374981911435e-05
Cs3Sb1Se4,-0.034484390535062005
F2Mg5O8Si2,-0.002901653902416
Ga1Mo4S4Se4,0.026865520022956002
F1S1Yb1,0.697180567500158
F2O5S2,2.3277962974867067e-05
Ag2Ho1O15Ta5,0.052735844999958
Ba2H6Pt1,-0.22517859163199205
Al3Ni2U1,0.107863048333327
B3H12Li1Zn1,0.027946779044118
K3O8P2V1,-0.040059472802769
Mg1Pm1,-0.026815390999999
Cu1Na5O4,0.080087565083334
Na5O13P1Si2Ti2,-0.004630772761843999
B1Li5O4,0.046900530250003
B4F2O11Pr4,0.006029296031582001
Co2Ge2Y1,-0.10643727100007801
La3N1S3,-0.019600347500026
Cl8Hg3N2Pt1,0.509116519898094
C1I1La1,0.030856073194443
Lu3O12Sb5,-0.042151545280977004
C11Ge1H33Si4,0.043920107491496004
Li1O11P3Ti2,0.113367440567195
Cr1La3O10Sm1V3,0.25966443417461305
B4Dy1Mo1,-0.039141075208335006
As2Si1Zn1,-0.07542376177365001
Fe1Li3O5P1,0.05784685599999
Br6Mo1Rb2,-0.074018330833336
Cr1Mn3Ni2O24P6,0.02566476646699
Al1F2K1Li2O10Si4,0.9280805735493932
Fe4Lu2Si9,0.23748895024999905
I5Sm2Tl1,0.211650372083337
Cl6K1Rb2Sc1,-0.023239669500039
Ho3Sm1,0.010275500625
Fe5Li5O24Si7,0.077501032621972
N3O10V1,-0.08803288971793201
Ni2Sc1Si3,0.008724958750000001
Be1O3Ti1,1.030492508500029
Be1Cl15Rb3Zr6,-0.05734964048000401
Nb1O4Sc1,-0.020103172603397
Li1Mn2O7Si2,0.08858225854625801
In1O4Sb1,-0.08213274503312801
Ga1Mn2O7Sr2Y1,0.08086693528653599
Al1Co2V1,-0.023881548958321
Ag2C1Cl1N1O4S1,0.8729278460111081
Ni1O3Sr1,0.043999984000021
Dy2Ni7,-0.025080056388897
Cs5K3Pb18,0.005875046169299
C1Ni2Ta2Ti2,0.007100057857142001
C3Ce1H12O17Rb4,0.55206585084406
Bi1Li7O6,-0.007359062855822
Ag3As2O14Te1,0.26492841299998005
Au8Ce3In4Y1,0.030629319969743007
Fe5Li4O12Ti1,0.127971178039434
Pb1Te1,-0.4047585083333329
O15Sr5Ta4,-0.001368085250379
Cu1Gd2Ru1,-0.08431444499999903
Ga1K3,0.228497862833333
Cd4In2La4S13,0.049470750121582
Hf2Ir1Rh1,-0.021400476597087003
Ba1Fe2Nd1O6,0.061481990499961
Ga9Pt2Y3,0.024334101845237002
Cd1N2O8,0.313055597272728
Ca4Pd4Si3,-0.04567043386365099
Br1Li3O1,0.038768635999999
Ge1K1Pr1Se4,-0.02131959017861
K4Sn9,0.005267759692305999
Lu2Mo3O12,-0.055463631226419015
Br3Cu3P8Se6,-0.0032931609290440004
La7Mo7O30,0.009407069545468
Gd1Zn2,-0.053391281734809004
Cl2Cu2O6Sr1Te2,0.004557207115498001
Fe4Mg1O8Zn1,0.196740781428852
Ac3Ag1,0.21626447416666605
Ir1Ru1,0.01326431875
O14Sb5,0.11248358779605001
Li34Sb26Y13,0.038163969246563005
Ba7Ga4P9,0.003665834364549
Au1Ce1Pb1,0.036969614470241004
Li1Pd2Y1,0.033726164875000006
Bi4Nd3Ni3,-0.009715020499972
Li4Mn3O16Sb2V3,0.024836201879854
Hf3K4Mn1O24P6,-0.056058935489716
K1Na1O13Si5Sn1W3,0.7685878142562801
Ge4In6Sm11,-0.020280413809525003
Mo6Nd1Se8,0.039741855166667006
Al43Cr4Y6,-0.008672079402522001
Br5In1Sr2,0.006464421134426
Fe3Li4Ni3O16Te2,0.008622555446415001
O10Ru3Sr2,0.021445489937500003
Ba1O4Yb2,0.204350865357142
Hg5Pd2,0.036681872857142
Al6Nd1Pr1,0.006161134374999
Cu2Ge1Hg1S4,-0.011430259375382001
Bi1Lu1Ni1,-0.114878096333326
Mn1O8P2Sn1,0.026343957708376
Be1C2N2,0.22876432975000002
Cr1Se6Sm3,0.002204790124997
Co3Li4Nb2O16Ti3,0.021800500894849
Cl11Nb3Tl1V1,0.0073755793229050015
Mg3O7Sn2,0.06708992062503001
Ag4H6Mn1O18P6,0.30543613494015304
H10N4O17Th1,-0.018820745017196
Mg30O32V1Zn1,0.013220128202405002
Er1Pt1Zn1,-0.08741251963462901
C1Co1H2O3,0.196405980892868
Fe2O3Se2Sm2,-0.003921570727292999
As11Rb3,-0.014818298392856004
Al43Nd6W4,0.004037392375336
B2Sc1,-0.686994051666667
Bi7F11O5,-0.005968346127541001
Ba1P1Pt1,-0.201216741249993
Ba8Li1O24Ta7,0.033945527224943005
As1B1Cs3P1,0.0021641157540260004
Au1I4K1,0.0005435700000000001
Li7Mn10O24,0.020015089908534
O16P3Zn2,0.3988950155952449
Ce1Fe2,-0.074883637333332
Er1Pd1Si1,-0.074208055470317
Li1Tc1Tm2,0.014394889687499
Pr1S1Se1Sm1,0.039684585000308005
H3O16P4W2,0.038716455500006006
Ca1Cu3Mn2O12Ru2,0.019469270430269
Ca1Fe18O26,0.149451216388889
Ba1Cu1F7In1,-0.001194994748165
Ge4Hf3Ni4,-0.0070995072727560015
Al1Mn3N1,0.19353386199999806
Al3H17Mg4O17,0.047854803902338
Fe3Mn1,0.05987511
Al1Ca1Fe1Na1O12Si4,0.035689860135207
Cu1La1Mg1,0.000558168745425
Al1Cr2H2Na1O8,0.672743265123062
C8K1,-0.029839787555554
Cl2Ni5O12Se4,0.006848424881750001
Cu3Sb3Zr2,0.16907359421874898
Li3Mn5O10,0.056247306874998
Mn3Ni2O24P6Sb1,0.054042326249705
B2C2Yb1,0.019767438875001
C1F5O3Sr2V1,-0.009032081174741
Co1Sc1,-0.06020334333333301
Cl6Er1Rb3,-0.023071302750005
Ge2Li1Pr1,-0.043525670124988
Ga1Pr4S9Sb1,-0.0067584485764460005
Cu1Ho3S7Sn1,0.019223701666737
Cs1F4Li3,0.066635163750004
Fe2Li3O16P5,0.015074137913066003
Ge1Rh1Ti1,-0.11309459957527104
Mn1Ni2O24P6V3,0.030512327951095007
Mo3O9Tl1,0.041859231098914006
H16Mg6Ti1,0.12212771316347802
Au1Ga1I6K2,0.16042675212499902
F7Na3U1,0.026848364545421003
In1O11P3Pb2,-0.012709463216916001
Ca1Mn3O4,0.033725464999976
Cu3F6O6Sb4,0.103290269695888
H1Rb1S1,-0.19166138342592295
Cu1Nd5Se8,0.06854616160714
C2F2Na3O6Yb1,0.0062178664575660006
Ho1La3,0.040737298749999006
Ac2Ga1Si1,-0.06851617513889201
K1S4Sn1,-0.022158311021348003
Pd1Pr1,-0.09548768625
La9Ni5O19,0.083847461515534
Al4Ba2N10O4Si3Yb2,0.7023908149533441
Dy1F5K2,-0.013754280629849002
O8Tl2V3,-0.015251340557554003
Br6H10O5Pb2Sr1,0.008670014583201
Cd1Rh2Sn1,-0.06821647562500001
Eu1In1O3,0.016001649416652
Fe1Na1O8Se2,-0.016308746911875
Al1K1Mg30O32,0.05161027916962901
Cs1O3S1,-0.036819413970974005
Ca3S5Sn1,0.16300043379629198
Ca1Eu3,0.039701533124999
H1Hf2Si1,-0.037192471874996
Au1Cl4K1,-0.08958977291665901
Ce1Pd1,-0.037471781249999
Ca1Cs5F15Ni4,-0.007116975602903
Cl6O3Sb1,0.3767640448699821
La1O12Ti6,0.06101581203947401
Be3Ca1O4,0.06263649687499499
Eu3O6W1,0.077894435000024
Bi2O72P16Pb1Si2Zr12,0.008582812411098
In1Lu1Ni2,0.041323475833333005
Cu1In1Se2,-0.04575295672884002
Co2Pd1Se12Ta4,-0.056236147132237006
Dy2Ga9Rh3,-0.08753367243290201
Nb1P1Se1,0.06077853166666599
Cu2Hg1Sn1Te4,0.00496459375
C1Mn1Na3O7Si1,0.0003925777214140001
Rb1Se8Ti5,-0.040105115446397006
H1Pr1,0.08235329499999901
Cd1N1,0.84487729631
Au6Cs4S5,-0.013395004999993002
Fe2Li1Mn3O8,0.09077837204231501
Nb10O47Sr22,0.076302685632919
As2C4O1S2,0.9914674450694432
Ca1F6Li1Ni1,-0.021438994072368003
Mg1Y3,0.052105962755114005
B3Er1O6,-0.017505475750101
Na3O4U1,-0.024671546993576
Bi1O2Sm2,-0.051186905873987006
B6Ni20Zn3,-0.018773124310342
Al3Ru2,0.0007135529999990001
Co3Ga9Nd1,0.18525139365384505
La3Sn1,-0.013979232083325004
Al1Cu1Nd1,-0.021736301388889
Au2Bi1Ce1,-0.008248937357632
Rh3Sc1,-0.08973856749999601
Ge1Pd1Yb1,-0.08654849972236099
Al15Er4Gd1,-0.004632554350015999
B4Cd3O12Zn3,0.018962575368697
Os1Pb1Ta1,1.013059934285992
Co5P3Pr1,-0.0056987584262360004
Al2Pt1,-0.027129360741353
H6Th1Ti2,0.14483888583333301
Cl7Ho2Rb1,-0.06091086962498901
N4O12Ti1,-0.10074045880741699
Ca2Fe2O5,0.011428634444422001
Ce2Sc1Si2,0.010993561111111001
Ca1Rb3,0.21411600036637896
Au5Sr1,-0.08040269583333101
Er1Ge1Ru1,-0.038574002499938
F5K2Sm1,-0.012512329377726002
Li3Pt1,-0.0192407975
O5V3,-0.007702985122112002
C1H5O7P1Pr1,0.113490283520742
Cr3Li4O16Te2Ti3,0.06791617411115701
Pr4S22Y11,-0.010720246925608
F30O1Sr7Y6,-0.002834172638616
Al2Mg1S4,-0.028671982933547002
C4Li6Ni2O16P1,0.075267981228884
Re1Ru1Si2U1,0.099490729235716
Cl5S2Se1W1,0.024790722239582997
F5O2V3,0.086357409499957
C4Lu3,-0.011349387325122
Br1In1Te1,-0.029975357807119
Ni2Pa1Sb1,0.010662456750001
Fe1H20N2O14S2,0.0018168624356300002
Al1Cs6K3Sb4,-0.064441110982145
Li5Ni5O12Ti2,0.030251395624919
As1Pd5Tl1,-0.052235413928572005
Au3Cs1S2,-0.048595717500019016
Ag1I6K2Y1,0.08302183050000099
Ca1O12Sr3Ti4,0.010153742062330998
Eu1F4Mg1,0.05984223083333901
Ba16C12Ca2H1N25O4,0.018798245375783
F6Li1Mn1,-0.009109184706157
Ir4Sn13Sr3,-0.04634261524999602
H3Li4O16P4V2,0.024845422065892003
Cl3Cs1Ge1,-0.08418644350005301
C4Cr3Fe31Sm4,0.029103778971428
O21Pb4Se6V2,-0.004677650976858
Br1Cl1Cu2,0.183364912499999
H8Ni1O12Re2,0.002681009999993
Dy1O6Sb1Sr2,-0.080532522665024
La2Rh3Sn5,-0.004227484750029001
F6Rb3U1,0.092997948374753
Re3Se6Tl2,-0.060782655549012014
Cr1Mn1P2,0.020854780624999
Hf1O12Sr4Ti3,0.019140665048492
Ba2N2O11Ti6,0.018898314213958
B12Mg1Si2,-0.026494514722220003
O37Si17,0.152230754004631
Fe1H8Li4O22P6,0.05458096176872202
In5Nd3,-0.036880136875
Al16As9O76,0.8245465491398679
Bi1Ce1O9W2,0.05544166437496
F7Rb3Ti1,-0.175879213181821
Co19P12Yb5,-0.003931994305432
Li1O8P2Sb1,0.06925127590279101
Ce1Sb1,-0.17158261900000002
Co7Ga21Ho6,0.015711088778765002
I10Ir1Tb6,-0.07516670794117501
Li4O16Sn2Ti3V3,0.016600008259147002
Cl1H3O1,-0.028904247196056
Li4Ni3O16Ti3V2,0.06867359895964499
Pd2Sn1Th1,-0.006524163999990001
Ag1Cl6Cs2Tb1,-0.024117377999790003
K1Se8Ti6,-0.009273725435065001
O6S7Sb4Sr1,0.732428975513664
Cd1Ti3,0.096929675833334
O1V1,0.030009788541677008
Lu1Mo4Na5O16,-0.005174186025245
B1K2O8P2,0.020877163651573
Pd1Pr1Tl1,0.5029134857777771
Ba1Cu1Te3Yb1,0.060254920833333
Au5Cd8,0.029726309991796002
Ga1La3,0.053210730625
Se6Tl1U2,-0.046485712949247006
Dy1Pt1Si1,-0.12143132119184401
Sm1Tm1Zn2,0.007151595
B4Rh4Y1,0.012582381099058996
B4Dy1Re1,-0.011915971458341001
Nd1Pt1,-0.11432493916667
C2F4N1O4Rb1S2,0.2497874485394561
B1Na1O14S4,-0.019653293335494003
N11Na3P6,-0.030027614250003
Cs1Fe1O2,-0.017072954393253
Ca3Co1Nb2O9,-0.009074786740874
Ca1Cu12O32Pb8Sr8Y3,0.020322468219985
Gd1Ge1Li1,-0.0952405404445
As5Cs7In3Nb1,-0.020593561306644
I1Na3O13V1,0.266746341475718
La14Mn15O48,0.028395227471569
S1U2,0.9430564666666692
As1Eu1O4,-0.22332701833355706
Au1Br4Rb1,-0.042361200833327006
Cr7K15N19,-0.012854943253044
Ho1Mg1O6Ti2,0.057150569648709015
Co1F6Rb3,0.0029085175832770003
Fe4K14O13,-0.0011805789017469998
Co12H4Na4O37P8,0.04933297287620201
Cs2Cu1H8O12Se2,0.008339230700018999
F5Li1V1,0.001775361071391
C3F6N9Sc1,1.53805735856047
Al1Dy3Ni8,0.032768256249999
Al2P4Sr3,-0.148001798055536
F6Fe3Li1O2,0.015889098124569002
Ga2Ge1Li2S6,0.036076527556798
Ge13Lu3Rh4,0.024344864198979
Ba1Cu1O10Si4,0.014219473281116998
O6Pb1Se2,0.07111887874999401
S1Tl1,0.0266287703125
C3H9Hg1I3S1,0.014029221032037
B4Os1Y1,-0.024713955514312
Li2Mn1O7P2,-0.002061881564963
In3Mg1,0.009638803333331
Cu1Pr2Ru1,0.050525981116071005
Cs1F6Sb1,-0.12887640890620802
C6Cl3Gd5,-0.021094044323111003
Ga1Ir2Mn1,-0.06521287340041601
Ga2La1Pd2,-0.025164283500013
Hg2Tl1Yb1,0.001121385625
O3Sc1Sm1,-0.00599053637384
Cu1Li1O1,-0.035799664166423995
Cr11Mo9Ni40,0.019220791411237
Au2P3,-0.11106024528571401
Mg1Sc5,0.033381963333332994
Nd1Tb3,0.015839098124999
C2F6Ge2Se3,0.35015782282454105
In2Ir1Li1,-0.092007077006815
F6Na1Rb2Tl1,-0.03815932404147
Eu5Li2O8,0.040185227666686
Fe2Sn1Ti1,-0.050790628124994006
Mg1O2Sn1,0.176920940625026
Ce1Fe1Mg14,0.154037579501661
Co13Fe4Nd2,0.0006285308551440001
Er2Fe14Si3,0.001047906754385
Ca3Pm1,0.100302414999999
Mo3Sn1,0.067222749999999
Ce1In2Pd1,0.032117957169815005
In2Li3O12P3,-0.002105921764629
Cu1La1S2,-0.032141019061864
Er2Hf1S5,0.023178124791663
Al1Dy1,-0.011881789583331002
B2Co1O4,0.056450237738028014
Cu8Fe2O21P4,0.04177178200015701
Ba2Fe3La1O9,-0.005167778126499
Cl6Nb3O8,0.33556743360253005
O4Ta1V1,-0.037954978468064005
Np1O1,0.16501988281247
Fe1Sc6Te2,-0.031088993640957
C2H6N4Ni1S2,0.13064585954663002
As3C3Cl3H9O3Rh1,0.16588784630681602
Fe3O15S2,0.34916035934373496
Ag1Ti2,-0.012747030555556002
Dy1O6Re1Sr2,0.08011056287503099
Ni15O16,0.042129585645161005
B4Mg1O7,-0.048409962925697006
Cd1Cu2S4Sn1,-0.004909873124346
Mn1O21P6Ta2,-0.016049433697574
As4Eu3Ga2,-0.0067216340134000005
Cr11Li24O36Ti1,0.01832144611059
As1Co1Ni1,0.062180819926439014
Au3Li1Na2,-0.038860962110685
O3Rb1Sm1,0.260211725374941
Co1Mg30Nb1O32,0.07054945499867403
Fe3O24P6V1,0.06487650612762301
Co3Li3O8Sb1,0.08810626866663901
Ni1Sb1Si1,0.35727021000000003
As1O4Tm1,-0.24568661302005496
K4Li3Mn2O8,0.07378416171572101
Cl1H4N1O1,0.20264524560668495
Al1Pd1Yb1,-0.05369410335357002
Rb2Se5Si2,-0.183873503695186
Co1Fe1La3S7,0.10991128043987401
Cr1H12Na1O8S2,0.6553335874998879
Cu1Mg30Nb1O32,0.07461087911879101
Fe10Si2Sm1,0.094243204615384
Co1Li1Lu2,0.003930319999999
Ag1Cd1Pd2,-0.017012842076885002
La14Mn17O60Sn3Sr6,0.026149620400413003
Au2Er2In1,-0.023467595999951
Ir2Y1,-0.145454056666664
P3W1,0.7479216844642861
Sb2Si1V4,0.015263982301587
Al1Cs9O4,-0.024929360705295
Fe3Ga1,-0.0495893395
Ba2H2O34Pd1S10,-0.0030475060706310004
Ca1O7P2Pd1,-0.007683535288935002
Cl5N5S4Ti1,0.24831751977456
B1F4H4N1,-0.051376708016106006
Cd1Ce2In1,0.042635605156250006
Ca2Cu1N2,0.08206639087500099
Cs1H24O20Rh1S2,0.0009700463021239999
Al2Au2Sr1,-0.061584688700027014
B1Co4Y1,0.010958105364579002
Hg2O4S1,-0.085594266429244
Ge10Ir4Y5,0.016369583771934003
Cl6Li3Sc1,0.016008133249997
C1Ga1Gd3,0.003682972000000001
Ba1O12Sr3Ti4,0.006947851250274001
Co3Fe1K1O12P3,0.016104247873467002
Co3Li1O6,0.045225591000004006
Co2Si3Zr3,0.011378085312502
Cl2Cu1N4S4,0.215673582770904
Ga16Os7Sc6,0.026536928174664003
B8Ru7Sr2,-0.114034133431372
Cl40Li3Nb16,0.010246126230816
Bi2In1Na3,-0.006732653333336999
Al13Cu3S24,0.098641031916666
In1Tl1Yb2,0.005349544999999001
Ho1Mg1Zn2,-0.034248406912741
Ag6Ce1N9O27,-0.028920527067854
Cr1Mn1O12V4,0.054483852083365
Dy1Ir2Y1,0.017575513392861
Li2O6Os1,0.16814467294444202
Cl5Nd3O4Ti1,0.031158921931412002
I2O1Tm2,1.030205547666675
Co1H1O2,-0.021812005155125
Dy11Sn10,-0.059674782142856014
As3Ba3Cl1O12Sr2,0.0007207651851519999
Cl6Cu1In1Li2,0.2364791729443881
B11Ca1H7O22Sr1,-0.002283742907125
Er1Fe17Nd1,0.030723818377199
Cr2Cu1Te4,-0.030808934047619
La9O5Sb5,-0.038040227189109
Au1Mg1Y1,-0.08571537271162301
Al9Ba36Sn23,0.048223662941176006
Bi3O14Sr2V3,-0.0016441772337570002
K1Np1O3,-0.014107725000189
Al1Cl6Na1Rb2,0.034558268749964004
Cr1Cu4O20Sr8Tl3,0.063999397534517
Al1Pd5,-0.047546209583334005
Ag1Ho2Zn1,-0.003036797500001
Cr5Cs1S8,-0.043505859834550006
C1Mn4O13Sr5,-0.009411772519564002
Ni1Sc1Si3,-0.04818781625005402
O6U2Y1,-0.012982740095893
C6Fe1N6Tl4,0.10982150035019601
Al1F5Tl2,-0.020674666875058003
Bi1Nb1O8Te2,-0.005595355582308999
Pt7Sb4Sm3,-0.035055622642853994
Bi16I6Pt11,0.026132787575757006
Ga3Nb1Zr4,-0.004148398125
K1Mo1O6V1,0.022620890200544003
F3Pm1,-4.2381267540175
Al2H1Mg1O7Si1,0.105361296977141
Ga2H5O11P2Rb1,0.0010523317314900002
B9H3Mg3Na6O38P6,0.05489934864966802
Cl1Mn1O6Se2Sm1,-0.005970366454833001
C4H19N2O12P3Zn2,0.031443424019947
Li6Mn3O24P6Sn1,0.06628409012318301
H1Li1O4Te1,0.068312692261895
Cd1Ir1Y4,-0.026208282916671
